Route,Route Name,Service Type,Operator,Contract ID,Contract Region,Directions,Variant Count,Minimum Distance (km),Maximum Distance (km),Average Distance (km),Data Generated Date,Source URL
885A,Campbelltown to Bradbury via Airds (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,1,19.37,19.37,19.37,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
886,Campbelltown to Glen Alpine (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,9,9.77,18.36,14.3,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
887,Campbelltown to Wollongong via Appin,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,20,17.01,58.32,41.69,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
888,Campbelltown to St Helens Park via Ambarvale and R,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,19,8.47,23.05,16.42,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
889,Macarthur to Menangle via Menangle Park (Loop),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,3,35.02,35.75,35.33,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
890,Campbelltown to Harrington Park via Narellan Vale,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,13,11.63,42.05,27.34,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
890C,Campbelltown to Camden via Narellan,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,10,17.97,23,20.01,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
891,Campbelltown to Mount Annan via Currans Hill,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,11,11.57,18.97,14.62,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
892,Campbelltown to Mount Annan via Narellan Vale (Loo,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,8,15.45,25.55,21.1,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
893,Campbelltown to Narellan via Spring Farm and Elder,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,15,11.29,23.08,19.11,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
894,Campbelltown to Bridgewater Estate via Narellan an,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,4,10.46,19.64,16,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
894X,Campbelltown to Bridgewater Estate via Camden bypa,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,2,21.14,21.2,21.17,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
895,Campbelltown to Camden South via Camden (Loop Serv,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,22,17.34,52.22,37.45,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
896,Campbelltown to Oran Park via Gregory Hills (Loop,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,10,19.89,44.41,31.72,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
897,Campbelltown to Smeaton Grange,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,2,8.76,9.81,9.28,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
898,Campbelltown to Harrington Park via Narellan Rd,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,8,11.02,25.66,18.16,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
899,Camden to Catherine Field,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,5,6.41,16.78,11.65,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
901,Holsworthy to Liverpool via Wattle Grove,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,16,6.16,14.31,11.3,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
902,Holsworthy to Liverpool via Moorebank,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,10,6.68,16.14,10.9,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
903,Liverpool to Chipping Norton (Loop Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound,8,9.81,17.9,14.76,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
904,Fairfield to Liverpool,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,7,3.57,13.86,9.5,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
905,Bankstown to Fairfield,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,15,2.67,16.43,9.01,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
906,Fairfield to Parramatta,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,18,2.59,15.24,9.22,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
907,Bankstown to Parramatta via Bass Hill,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,13,4.65,17.53,10.74,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
908,Merrylands to Bankstown via Auburn and Birrong,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,25,1.85,28.14,16.9,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
909,Bankstown to Parramatta via Auburn and Birrong,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,10,3.7,19.55,13.01,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
910,Parramatta to Bankstown via Chester Hill,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,9,3.28,19.22,12.96,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
911,Auburn to Bankstown via Georges Hall,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,15,4.22,18.28,10.22,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
912,Sandy Point to Holsworthy via Voyager Point,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,5,10.13,19.91,15.51,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
913,Strathfield to Bankstown,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,5,5.18,11.19,8.78,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
914,Greenacre to Strathfield,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,2,8,8.19,8.09,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
916,Chester Hill to Guildford,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,8,2.66,10.01,6.92,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
920,Parramatta to Bankstown,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,2,16.66,16.66,16.66,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
922,East Hills to Bankstown via Milperra,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,4,6.53,12.91,10.63,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
923,Panania to Bankstown via Picnic Point,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,7,5.69,15.56,11.63,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
924,East Hills to Bankstown via Panania,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,6,9.74,13.77,11.63,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
925,East Hills to Lidcombe via Bankstown,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,20,4.97,22.1,13.98,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
926,Revesby Heights to Bankstown,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,5,2.12,10.5,6.1,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
927,One Tree Point to Padstow,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,8,3.38,8.51,5.99,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
928,Milperra to Revesby via Panania,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,4,3.72,9.91,7.28,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
938,Mount Lewis to Lakemba via Roselands,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,14.84,15.05,14.94,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
939,Greenacre to Bankstown,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,5.84,5.9,5.87,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
940,Bankstown to Hurstville via Riverwood,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,6,6.07,15.11,10,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
941,Chullora to Hurstville via Punchbowl,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,4,7.61,15.95,11.59,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
942,Riverwood to Campsie via Lakemba,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,7,2.53,15.23,10.57,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
944,Bankstown to Roselands,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,6.02,6.16,6.09,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
945,Hurstville to Bankstown via Mortdale,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,13.98,14.19,14.09,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
946,Bankstown to Roselands via Greenacre & Lakemba,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,4,7.16,12.05,9.6,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
947,Hurstville to Kogarah via Dolls Point,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,14,5.1,13.15,9.33,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
948,Lugarno to Riverwood,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,5,4.67,6.04,5.27,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
949,Lugarno to Hurstville,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,5,8.51,8.9,8.76,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
950,Hurstville to Bankstown via Padstow,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,14.71,15.13,14.92,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
951,Peakhurst to Roselands,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,6.65,6.75,6.7,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
952,Hurstville to Roselands,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,8.61,8.75,8.68,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
953,Hurstville to Connells Point (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,3,6.36,9.15,7.29,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
954,Hurstville to Hurstville Grove,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,3,2.44,2.96,2.65,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
955,Hurstville to Mortdale via Oatley,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,6,6.7,10.8,8.72,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
956,Mortdale to Peakhurst Heights (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,1,8.47,8.47,8.47,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
958,Hurstville to Kogarah via Carss Park,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,19,1.68,10.01,6.68,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
959,Hurstville to Bald Face Pt (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,3,4.79,8.67,6.39,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
960,Sutherland to Bankstown,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,7,3.83,21.15,13.38,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
961,Miranda to Barden Ridge,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,19,2.83,20.45,12.03,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
962,Miranda to East Hills,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,37,7.38,36.39,22.06,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
963,Old Illawarra Rd Roundabout to Bignell St,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,16,3.96,25.24,10.45,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
965,Sutherland to Woronora (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,9,4.2,28.09,12.31,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
967,Miranda to Como West via Oyster Bay,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,24,2.05,20.93,10.8,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
968,Miranda to Bonnet Bay via Kareela,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,20,4.24,24.76,12.17,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
969,Sutherland to Cronulla,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,21,2.56,19,9.97,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
970,Hurstville to Miranda,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,6,7.25,12.06,10.66,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
971,Hurstville to Cronulla,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,24,3.04,23.4,12.97,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
972,Miranda to Sylvania via Sylvania Waters,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,10,3.35,13.35,6.9,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
973,Miranda to Yowie Bay (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,5,2.57,7.15,5.29,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
974,Miranda to Gymea Bay (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,6,7.04,12.11,9.34,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
975,Miranda to Grays Point (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,5,1.38,14.96,11.71,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
976,Sutherland to Grays Point (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,6,10.96,17.7,14.29,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
977,Miranda to Lilli Pilli (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,8,7.43,15.52,10.51,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
978,Miranda to Dolans Bay via Pt Hckg (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,15,5.34,19.25,11.61,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
985,Miranda to Cronulla via Woolooware Bay,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,6,8.49,9.18,8.73,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
986,Miranda to Miranda North,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,3.11,3.13,3.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
987,Cronulla to Kurnell (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,7,13.02,23.43,19.82,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
