Route,Route Name,Service Type,Operator,Contract ID,Contract Region,Directions,Variant Count,Minimum Distance (km),Maximum Distance (km),Average Distance (km),Data Generated Date,Source URL
260,Terrey Hills to North Sydney,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,2,21.65,22.47,22.06,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
261,Lane Cove to North Sydney via Longueville,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,6,4.51,12.61,9.86,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
263,Crows Nest - Gresham Street,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,9,6.31,12.68,9.69,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
265,Lane Cove to North Sydney via Wollstonecraft,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,9,4.98,15.36,11.64,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
267,Chatswood to Greenwich via Northbridge,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,4,4.05,12.59,8.29,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
269,North Sydney to Kirribilli (Loop Service),Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound,1,4.68,4.68,4.68,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
270,Terrey Hills to City QVB,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,5,8.36,26.71,20.65,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
271,Belrose to City QVB,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,5,25.8,29.3,27.45,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
273,Killarney Hgts to City QVB via Forestville,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound,1,21.31,21.31,21.31,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
274,City QVB to Davidson via Frenchs Forest,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,2,25.8,27.99,26.9,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
275,Castlecrag to Chatswood via Middle Cove,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,8.32,8.93,8.62,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
277,Castle Cove to Chatswood,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound,2,6.13,11.7,8.92,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
278,Chatswood to Killarney Hgts (Loop Service),Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound,5,6.56,19.99,14.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
279,Frenchs Forest to Chatswood,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound,2,11.55,11.78,11.67,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
280,Warringah Mall to Chatswood,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,3,7.83,16.24,13.36,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
281,Davidson to Chatswood,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound,4,17.61,28.05,20.62,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
283,Belrose to Chatswood,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound,4,10.28,27.08,16.97,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
284,Duffys Forest to Terrey Hills and Chatswood,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,8,5.56,22.19,12.93,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
285,"Mars Rd, Lane Cove West to City via Freeway",Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,3,12.46,12.92,12.61,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
286,Denistone East to Milsons Point via Lane Cove,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,3,12.64,16.42,14.93,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
287,Ryde Depot to Milsons Point via Lane Cove,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,17.21,17.8,17.5,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
288,Macquarie University to City via Freeway,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,5,12.65,20.03,18.05,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
290,Epping to City via North Sydney (Night Service),Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,4,9.54,21.01,17.09,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
291,Epping to McMahons Point via Macquarie Centre,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,6,16.72,18.19,17.45,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
292,Marsfield to City via Mowbray Rd & Freeway,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,7,12.72,24.25,18.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
293,Marsfield to City via Lane Cove Tunnel,Express,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,3,17.22,20.14,19.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
295,Epping to North Epping (Loop Service),Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound,1,8.52,8.52,8.52,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
297,Denistone East to City via Lane Cove Tunnel,Express,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,18.3,18.72,18.51,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
301,Eastgardens to Rosebery,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,3,8.79,18.14,12.1,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
303,Sans Souci to Prince of Wales Hospital via Mascot,Regular,Transit Systems,SBSC006,SBSC Contract 6,Inbound; Outbound,7,5.76,20.61,14.04,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
304,Rosebery to Circular Quay,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,4,5.48,13.01,7.87,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
305,Redfern Station - Qantas Mascot,Regular,Transit Systems,SBSC006,SBSC Contract 6,Inbound; Outbound,2,5.23,5.35,5.29,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
306,Mascot to Redfern (LOOP SERVICE),Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,6,7.88,18.71,11.98,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
307,Eastgardens to Marrickville Metro,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,3,7.85,16.17,10.78,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
308,Marrickville Metro - Central via Redfern - Mame,Regular,Transit Systems,SBSC006,SBSC Contract 6,Inbound,5,6.29,15.77,12.34,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
309,Redfern Station - Port Botany Depot,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,13.73,13.85,13.79,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
310,Botany Shops to Central Station,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,10.26,10.43,10.34,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
311,Railway Sq -  Millers Point,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,10,10.15,10.07,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
313,Coogee - Bondi Junction,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,4.83,5.11,4.97,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
320,Green Square to Gore Hill via Central,Regular,Transit Systems,SBSC006,SBSC Contract 6,Inbound,3,4.56,9.54,6.36,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
323,Dover Hts - Edgecliff Interchange,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,8.33,8.42,8.37,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
324,Watsons Bay - Walsh Bay,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,7,6.14,14,9.69,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
325,Watsons Bay - Walsh Bay,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,4,9.55,15.32,12.34,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
326,Bondi Jct - Edgecliff Interchange,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,3,2.27,7.28,5.54,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
327,Bji - Edgecliff,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,4.88,5.05,4.97,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
328,BJI - Edgecliff - Darling Point - BJI,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,1,9.16,9.16,9.16,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
333,North Bondi to Circular Quay,Limited Stops,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,4,10.08,10.1,10.09,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
339,Clovelly - Central Belmore Park,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,3,7.69,15.79,10.52,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
339X,Clovelly to City Museum (Express Service),Express,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,9.31,10.7,10,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
342,Daceyville - Kingsford,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,0.66,0.84,0.75,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
343,Kingsford - Circular Quay,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,9.68,10.03,9.86,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
348,Wolli Creek to Prince of Wales Hospital,Regular,Transit Systems,SBSC006,SBSC Contract 6,Inbound; Outbound,4,5.59,12.89,9.11,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
350,Bondi Junction - Domestic Airport,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,9,8.48,19.35,15.03,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
352,Bondi Jct - Newtown - M.Metro,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,3,7.12,10.79,9.47,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
355,Bondi Junction - Marrickville Metro,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,4,11.47,12.88,12.17,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
356,Bondi Junction to Eastgardens,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,7,8.12,13.45,11.22,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
358,Sydenham to Randwick Junction (Loop Service),Regular,Transit Systems,SBSC006,SBSC Contract 6,Inbound,1,19.63,19.63,19.63,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
360,Clovelly Nth - Waverley - BJI,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,4,2.89,6.28,4.61,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
362,Coogee Bch - Rose Bay via Bondi Beach,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,9.47,9.49,9.48,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
370,The University of Sydney - Coogee,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,6,3.88,15.69,9.96,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
373,Coogee - City Museum (LOOP SERVICE),Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,3,2.74,16.95,7.49,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
373X,Coogee - City (Express),Express,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,3,8.84,10.75,9.7,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
374,Coogee North - Central Belmore Park,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,7.4,8.45,7.92,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
374X,Coogee Beach - City (Express),Express,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,8.75,10.31,9.53,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
375,Eastgardens - Randwick (LOOP SERVICE),Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,3,9.86,21.4,13.74,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
377X,Maroubra Bch - City (Express),Express,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,12.33,13.7,13.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
379,North Bondi - Bronte,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,5,2.7,8.9,6.08,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
380,Watsons Bay - Bondi Bch - Quay,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,4,8.3,10.4,9.35,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
381,Bondi Jn via Tamarama,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,1,7.41,7.41,7.41,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
386,Bondi Jct - Vaucluse (NSH & OSH Rds),Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,6.7,6.81,6.75,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
387,South Head Cemetery - Bondi Jct,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,5.86,5.99,5.92,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
388,North Bondi - Bronte,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,1,2.78,2.78,2.78,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
389,Bondi Junction - The Star,Regular,Transit Systems,SBSC006,SBSC Contract 6,Inbound; Outbound,6,3.43,9.36,6.38,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
390X,Bondi Junction - La Perouse Via Randwick,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,10,3.69,15.59,9.23,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
392,Redfern  - Little Bay via Eastgardens,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,9,5.63,14.75,12.01,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
392N,Matraville - C.Quay via Eastgardens,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,11.94,12.09,12.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
392X,Museum  - Little Bay via Eastgardens,Express,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,4,21.08,24.7,22.88,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
393,Matraville to Eastgardens,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,2.59,2.63,2.61,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
394X,La Perouse - City (Express),Express,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,6,18.82,25.3,22.96,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
396,Circular Quay - Maroubra Beach,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound; Outbound,2,12.39,12.4,12.4,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
